trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_MT5_HISTORY_00001,synthetic_mt5_history,XAUUSD,5m,BUY,support_resistance,london,bearish,medium,2.62,9.39,1.12,89,1,0,0,0,tweezer_bottom,bullish,80,neutral,mt5_history,2026-01-01 09:17:00,2026-01-01 10:47:00,2311.77,2310.84,2312.28,2312.8,2312.8,win,1.12,"Synthetic ML row: support_resistance | tweezer_bottom | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00124,synthetic_mt5_history,XAUUSD,15m,SELL,breakout,london,bullish,low,4.01,23.35,2.02,54,1,1,0,1,hanging_man,bearish,88,usd_bullish,mt5_history,2026-01-02 16:29:00,2026-01-02 16:59:00,2384.65,2386.07,2383.22,2381.78,2382.5,win,1.51,"Synthetic ML row: breakout | hanging_man | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00125,synthetic_mt5_history,BTCUSD,15m,BUY,fvg_retest,new_york,high_volatility,medium,59.84,315.8,0.9,86,1,1,1,0,tweezer_bottom,bullish,41,neutral,mt5_history,2026-01-02 16:40:00,2026-01-02 17:40:00,65220.35,64793.58,65412.4,65604.46,66257.43,win,2.43,"Synthetic ML row: fvg_retest | tweezer_bottom | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00126,synthetic_mt5_history,EURUSD,5m,SELL,liquidity_sweep,london,sideways,low,1.71,16.88,3.83,70,1,1,1,0,outside_bar,neutral,90,usd_bullish,mt5_history,2026-01-02 16:35:00,2026-01-02 17:20:00,1.06952,1.07109,1.06649,1.06347,1.0695,breakeven,0.01,"Synthetic ML row: liquidity_sweep | outside_bar | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00127,synthetic_mt5_history,GBPUSD,1h,SELL,fvg_retest,london,bearish,high,1.79,15.59,2.19,89,0,0,1,0,bearish_engulfing,bearish,27,usd_bearish,mt5_history,2026-01-02 16:49:00,2026-01-02 17:49:00,1.27613,1.27768,1.27444,1.27274,1.27429,win,1.19,"Synthetic ML row: fvg_retest | bearish_engulfing | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00128,synthetic_mt5_history,BTCUSD,1h,SELL,trend_follow,london,high_volatility,medium,75.07,1035.51,0.87,50,1,1,0,0,hammer,bullish,51,usd_bullish,mt5_history,2026-01-02 17:08:00,2026-01-02 21:08:00,66289.76,67140.61,65919.64,65549.52,67353.33,loss,-1.25,"Synthetic ML row: trend_follow | hammer | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00129,synthetic_mt5_history,USDJPY,5m,BUY,order_block_retest,london,bearish,low,1.4,10.93,2.69,93,1,1,1,1,tweezer_top,bearish,66,usd_bullish,mt5_history,2026-01-02 17:19:00,2026-01-02 18:19:00,157.03,156.887,157.222,157.414,157.167,win,0.96,"Synthetic ML row: order_block_retest | tweezer_top | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00130,synthetic_mt5_history,USDJPY,15m,SELL,trend_follow,new_york,bearish,medium,1.32,19.04,2.49,94,1,1,0,0,morning_star,bullish,75,usd_bearish,mt5_history,2026-01-02 17:48:00,2026-01-02 18:33:00,154.959,155.174,154.691,154.423,154.414,win,2.53,"Synthetic ML row: trend_follow | morning_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00131,synthetic_mt5_history,BTCUSD,15m,BUY,liquidity_sweep,new_york,bearish,low,41.7,685.45,1.9,79,0,1,0,0,shooting_star,bearish,92,neutral,mt5_history,2026-01-02 18:04:00,2026-01-02 21:04:00,64136.31,63285.42,64944.66,65753.02,63115.24,loss,-1.2,"Synthetic ML row: liquidity_sweep | shooting_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00132,synthetic_mt5_history,EURUSD,30m,SELL,support_resistance,new_york,high_volatility,medium,0.92,9.48,3.32,66,0,0,0,1,outside_bar,neutral,43,neutral,mt5_history,2026-01-02 18:08:00,2026-01-02 22:08:00,1.1153,1.11593,1.11424,1.11319,1.1137,win,2.52,"Synthetic ML row: support_resistance | outside_bar | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00133,synthetic_mt5_history,XAUUSD,1h,SELL,support_resistance,new_york,bullish,high,2.77,17.04,1.66,71,1,1,1,1,outside_bar,neutral,40,usd_bearish,mt5_history,2026-01-02 18:34:00,2026-01-02 21:34:00,2341.62,2343.46,2340.1,2338.57,2339.27,win,1.28,"Synthetic ML row: support_resistance | outside_bar | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00134,synthetic_mt5_history,EURUSD,5m,BUY,reversal,new_york,sideways,low,0.93,11.18,2.85,56,1,0,0,1,bearish_engulfing,bearish,39,usd_bearish,mt5_history,2026-01-02 18:53:00,2026-01-02 19:53:00,1.07233,1.07106,1.07413,1.07593,1.07613,win,3.01,"Synthetic ML row: reversal | bearish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00135,synthetic_mt5_history,EURUSD,1h,SELL,order_block_retest,london,sideways,low,1.76,8.57,3.34,57,1,1,1,1,three_white_soldiers,bullish,31,usd_bearish,mt5_history,2026-01-02 18:56:00,2026-01-02 21:56:00,1.07851,1.07953,1.07679,1.07508,1.07972,loss,-1.18,"Synthetic ML row: order_block_retest | three_white_soldiers | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00136,synthetic_mt5_history,XAUUSD,30m,SELL,trend_follow,london,bullish,low,2.3,28.19,3.97,85,1,0,1,0,marubozu_bearish,bearish,44,neutral,mt5_history,2026-01-02 19:06:00,2026-01-02 22:06:00,2409.95,2413.56,2402.78,2395.6,2401.02,win,2.47,"Synthetic ML row: trend_follow | marubozu_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00137,synthetic_mt5_history,GBPUSD,5m,BUY,fvg_retest,new_york,bearish,low,1.45,19.54,1.35,50,1,1,1,0,three_white_soldiers,bullish,81,usd_bearish,mt5_history,2026-01-02 19:22:00,2026-01-02 19:37:00,1.28828,1.2864,1.28955,1.29082,1.29287,win,2.44,"Synthetic ML row: fvg_retest | three_white_soldiers | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00138,synthetic_mt5_history,GBPUSD,5m,BUY,trend_follow,overlap,bearish,low,0.7,16.54,3.29,46,1,1,0,1,inverted_hammer,bullish,72,usd_bearish,mt5_history,2026-01-02 19:52:00,2026-01-02 20:22:00,1.2832,1.28212,1.28497,1.28674,1.28652,win,3.08,"Synthetic ML row: trend_follow | inverted_hammer | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00139,synthetic_mt5_history,USDJPY,30m,SELL,order_block_retest,asia,sideways,medium,0.74,20.68,2.78,56,1,0,0,1,shooting_star,bearish,64,neutral,mt5_history,2026-01-02 19:53:00,2026-01-02 23:53:00,155.684,155.866,155.431,155.178,155.227,win,2.51,"Synthetic ML row: order_block_retest | shooting_star | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00140,synthetic_mt5_history,GBPUSD,1h,BUY,order_block_retest,asia,sideways,low,1.35,15.0,2.38,66,1,0,1,1,hanging_man,bearish,51,usd_bearish,mt5_history,2026-01-02 20:26:00,2026-01-02 21:56:00,1.29548,1.29355,1.29777,1.30007,1.29397,loss,-0.78,"Synthetic ML row: order_block_retest | hanging_man | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00141,synthetic_mt5_history,XAUUSD,1h,SELL,breakout,overlap,bearish,medium,1.64,11.32,1.87,61,1,0,0,0,piercing_line,bullish,51,usd_bearish,mt5_history,2026-01-02 20:41:00,2026-01-02 22:11:00,2377.39,2378.5,2376.34,2375.3,2376.24,win,1.03,"Synthetic ML row: breakout | piercing_line | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00142,synthetic_mt5_history,EURUSD,30m,SELL,breakout,london,bearish,low,1.01,9.27,2.88,74,0,1,1,0,pin_bar_bullish,bullish,68,usd_bullish,mt5_history,2026-01-02 20:47:00,2026-01-02 22:47:00,1.11538,1.1162,1.11421,1.11304,1.11451,win,1.07,"Synthetic ML row: breakout | pin_bar_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00143,synthetic_mt5_history,XAUUSD,1h,SELL,breakout,new_york,bearish,low,4.23,24.96,1.18,57,1,0,1,0,hanging_man,bearish,77,usd_bearish,mt5_history,2026-01-02 20:45:00,2026-01-02 22:15:00,2282.07,2283.77,2281.07,2280.07,2277.89,win,2.46,"Synthetic ML row: breakout | hanging_man | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00144,synthetic_mt5_history,USDJPY,5m,SELL,support_resistance,london,sideways,high,1.38,17.42,2.63,47,1,1,0,0,none,neutral,0,neutral,mt5_history,2026-01-02 21:24:00,2026-01-03 00:24:00,151.862,152.03,151.639,151.417,152.032,loss,-1.01,"Synthetic ML row: support_resistance | none | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00145,synthetic_mt5_history,EURUSD,5m,SELL,liquidity_sweep,asia,sideways,low,1.0,12.45,2.87,81,1,1,0,0,harami_bullish,bullish,30,usd_bullish,mt5_history,2026-01-02 21:18:00,2026-01-03 00:18:00,1.11129,1.11219,1.11,1.1087,1.11024,win,1.16,"Synthetic ML row: liquidity_sweep | harami_bullish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00146,synthetic_mt5_history,GBPUSD,1h,BUY,trend_follow,london,bearish,medium,1.49,13.93,2.36,74,1,0,1,0,three_white_soldiers,bullish,87,usd_bullish,mt5_history,2026-01-02 22:00:00,2026-01-02 23:00:00,1.25438,1.25316,1.25582,1.25726,1.25592,win,1.26,"Synthetic ML row: trend_follow | three_white_soldiers | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00147,synthetic_mt5_history,XAUUSD,5m,BUY,order_block_retest,asia,sideways,low,2.72,26.15,1.52,75,1,1,0,1,evening_star,bearish,88,neutral,mt5_history,2026-01-02 21:53:00,2026-01-02 22:08:00,2307.14,2303.96,2309.55,2311.96,2309.01,win,0.59,"Synthetic ML row: order_block_retest | evening_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00148,synthetic_mt5_history,XAUUSD,1h,BUY,range_rejection,new_york,bearish,low,2.04,34.77,2.13,91,1,0,0,1,piercing_line,bullish,44,usd_bearish,mt5_history,2026-01-02 22:02:00,2026-01-02 22:47:00,2404.48,2399.99,2409.26,2414.04,2415.97,win,2.56,"Synthetic ML row: range_rejection | piercing_line | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00149,synthetic_mt5_history,BTCUSD,1h,SELL,reversal,overlap,high_volatility,low,66.75,236.74,1.15,76,0,1,0,1,doji,neutral,46,neutral,mt5_history,2026-01-02 22:27:00,2026-01-03 00:27:00,64810.87,65011.12,64695.73,64580.58,64396.35,win,2.07,"Synthetic ML row: reversal | doji | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00150,synthetic_mt5_history,GBPUSD,30m,SELL,fvg_retest,new_york,sideways,low,1.86,16.05,3.52,89,1,0,1,0,pin_bar_bearish,bearish,61,usd_bearish,mt5_history,2026-01-02 23:00:00,2026-01-02 23:15:00,1.28932,1.29047,1.2873,1.28527,1.28766,win,1.44,"Synthetic ML row: fvg_retest | pin_bar_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
