trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_BACKTEST_00001,synthetic_backtest,BTCUSD,30m,BUY,order_block_retest,overlap,bullish,low,38.24,317.8,3.79,82,1,0,0,1,morning_star,bullish,33,usd_bullish,backtest,2026-01-01 09:45:00,2026-01-01 10:45:00,64087.08,63794.67,64641.2,65195.31,64698.22,win,2.09,"Synthetic ML row: order_block_retest | morning_star | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00130,synthetic_backtest,BTCUSD,1h,BUY,breakout,overlap,bullish,medium,32.45,202.87,2.63,91,1,1,1,0,marubozu_bearish,bearish,29,neutral,backtest,2026-01-02 18:00:00,2026-01-02 18:45:00,66301.06,66051.87,66628.75,66956.44,66545.27,win,0.98,"Synthetic ML row: breakout | marubozu_bearish | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00131,synthetic_backtest,EURUSD,30m,SELL,liquidity_sweep,new_york,low_volatility,low,0.91,10.61,1.27,45,0,1,1,0,tweezer_top,bearish,45,usd_bullish,backtest,2026-01-02 17:56:00,2026-01-02 19:56:00,1.05255,1.05336,1.05203,1.05151,1.05317,loss,-0.76,"Synthetic ML row: liquidity_sweep | tweezer_top | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00132,synthetic_backtest,EURUSD,5m,BUY,order_block_retest,asia,bearish,low,0.64,5.06,2.45,81,1,0,0,1,none,neutral,0,neutral,backtest,2026-01-02 18:00:00,2026-01-02 18:15:00,1.09018,1.08953,1.09098,1.09178,1.08985,loss,-0.51,"Synthetic ML row: order_block_retest | none | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00133,synthetic_backtest,XAUUSD,15m,SELL,support_resistance,overlap,bearish,low,2.88,27.34,0.94,45,1,1,1,0,none,neutral,0,neutral,backtest,2026-01-02 18:42:00,2026-01-02 21:42:00,2347.18,2349.39,2346.15,2345.11,2345.88,win,0.59,"Synthetic ML row: support_resistance | none | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00134,synthetic_backtest,EURUSD,5m,BUY,order_block_retest,asia,high_volatility,medium,1.59,17.39,1.06,51,0,0,0,1,harami_bullish,bullish,53,neutral,backtest,2026-01-02 18:40:00,2026-01-02 19:25:00,1.10188,1.09949,1.10314,1.1044,1.09954,loss,-0.98,"Synthetic ML row: order_block_retest | harami_bullish | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00135,synthetic_backtest,GBPUSD,5m,BUY,liquidity_sweep,london,high_volatility,low,1.32,14.59,2.0,81,0,1,1,0,hammer,bullish,71,neutral,backtest,2026-01-02 18:49:00,2026-01-02 19:04:00,1.24406,1.24254,1.24557,1.24709,1.24222,loss,-1.21,"Synthetic ML row: liquidity_sweep | hammer | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00136,synthetic_backtest,GBPUSD,15m,BUY,reversal,new_york,bullish,low,0.92,22.14,1.25,78,1,1,1,1,morning_star,bullish,53,usd_bearish,backtest,2026-01-02 19:28:00,2026-01-02 20:13:00,1.27252,1.26979,1.27422,1.27593,1.2759,win,1.24,"Synthetic ML row: reversal | morning_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00137,synthetic_backtest,GBPUSD,1h,BUY,support_resistance,london,bullish,high,2.13,16.38,1.86,80,0,0,0,1,bullish_engulfing,bullish,26,usd_bullish,backtest,2026-01-02 19:15:00,2026-01-02 20:45:00,1.28767,1.28551,1.28967,1.29167,1.28547,loss,-1.02,"Synthetic ML row: support_resistance | bullish_engulfing | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00138,synthetic_backtest,XAUUSD,5m,BUY,range_rejection,london,bullish,low,1.76,10.42,3.61,56,0,0,0,0,three_white_soldiers,bullish,28,usd_bullish,backtest,2026-01-02 19:32:00,2026-01-02 20:17:00,2283.64,2282.26,2286.13,2288.62,2281.93,loss,-1.24,"Synthetic ML row: range_rejection | three_white_soldiers | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00139,synthetic_backtest,BTCUSD,5m,SELL,trend_follow,london,sideways,low,78.0,470.73,1.37,54,1,1,0,1,none,neutral,0,usd_bearish,backtest,2026-01-02 19:47:00,2026-01-02 21:47:00,63972.73,64392.98,63684.86,63396.99,64199.67,loss,-0.54,"Synthetic ML row: trend_follow | none | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00140,synthetic_backtest,EURUSD,1h,SELL,range_rejection,overlap,bearish,low,0.63,13.83,3.44,87,1,0,0,0,hammer,bullish,87,usd_bullish,backtest,2026-01-02 20:13:00,2026-01-02 23:13:00,1.11332,1.11518,1.11011,1.10691,1.10963,win,1.98,"Synthetic ML row: range_rejection | hammer | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00141,synthetic_backtest,USDJPY,15m,BUY,support_resistance,london,high_volatility,low,1.26,19.28,2.92,82,1,1,0,1,three_white_soldiers,bullish,94,usd_bullish,backtest,2026-01-02 20:24:00,2026-01-03 00:24:00,160.824,160.559,161.212,161.601,160.973,win,0.56,"Synthetic ML row: support_resistance | three_white_soldiers | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00142,synthetic_backtest,EURUSD,30m,BUY,order_block_retest,overlap,bearish,medium,0.7,6.44,1.08,95,1,1,0,1,none,neutral,0,neutral,backtest,2026-01-02 20:35:00,2026-01-02 22:35:00,1.06917,1.06838,1.06959,1.07002,1.07118,win,2.55,"Synthetic ML row: order_block_retest | none | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00143,synthetic_backtest,XAUUSD,30m,SELL,breakout,new_york,bullish,medium,2.25,31.14,2.17,64,1,0,0,0,shooting_star,bearish,88,usd_bullish,backtest,2026-01-02 21:08:00,2026-01-02 21:38:00,2353.98,2356.54,2351.2,2348.43,2348.71,win,2.06,"Synthetic ML row: breakout | shooting_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00144,synthetic_backtest,USDJPY,1h,BUY,breakout,london,bullish,high,1.52,10.46,3.37,56,0,0,1,0,shooting_star,bearish,30,usd_bullish,backtest,2026-01-02 21:19:00,2026-01-03 00:19:00,151.553,151.411,151.792,152.032,151.377,loss,-1.24,"Synthetic ML row: breakout | shooting_star | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00145,synthetic_backtest,USDJPY,5m,BUY,liquidity_sweep,new_york,bearish,medium,1.43,14.81,2.7,83,0,1,1,0,bearish_engulfing,bearish,50,usd_bullish,backtest,2026-01-02 21:44:00,2026-01-03 01:44:00,159.136,159.019,159.295,159.453,159.131,breakeven,-0.04,"Synthetic ML row: liquidity_sweep | bearish_engulfing | new_york | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00146,synthetic_backtest,USDJPY,1h,BUY,breakout,new_york,bullish,medium,1.6,21.64,3.97,91,1,0,1,0,hanging_man,bearish,74,neutral,backtest,2026-01-02 21:50:00,2026-01-03 01:50:00,159.213,159.026,159.584,159.954,159.45,win,1.27,"Synthetic ML row: breakout | hanging_man | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00147,synthetic_backtest,GBPUSD,5m,BUY,fvg_retest,asia,bearish,high,1.54,18.49,3.48,78,1,0,1,1,tweezer_top,bearish,46,neutral,backtest,2026-01-02 21:48:00,2026-01-03 00:48:00,1.24484,1.24369,1.24684,1.24884,1.24766,win,2.45,"Synthetic ML row: fvg_retest | tweezer_top | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00148,synthetic_backtest,BTCUSD,1h,BUY,range_rejection,overlap,high_volatility,low,27.41,619.78,2.14,51,1,0,0,0,pin_bar_bearish,bearish,86,usd_bullish,backtest,2026-01-02 22:22:00,2026-01-03 00:22:00,66109.07,65506.39,66753.95,67398.82,66428.5,win,0.53,"Synthetic ML row: range_rejection | pin_bar_bearish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00149,synthetic_backtest,BTCUSD,5m,BUY,trend_follow,asia,high_volatility,low,38.57,189.95,3.98,83,1,1,0,1,morning_star,bullish,52,neutral,backtest,2026-01-02 22:27:00,2026-01-03 02:27:00,65710.74,65542.59,66045.35,66379.95,66129.42,win,2.49,"Synthetic ML row: trend_follow | morning_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00150,synthetic_backtest,USDJPY,15m,BUY,reversal,new_york,low_volatility,high,0.8,7.16,2.34,45,0,0,0,0,hammer,bullish,66,usd_bullish,backtest,2026-01-02 22:56:00,2026-01-03 00:26:00,159.881,159.829,159.942,160.003,159.886,breakeven,0.09,"Synthetic ML row: reversal | hammer | new_york | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00151,synthetic_backtest,EURUSD,15m,BUY,breakout,new_york,high_volatility,low,1.55,15.58,1.81,59,0,1,1,1,pin_bar_bullish,bullish,28,usd_bullish,backtest,2026-01-02 23:07:00,2026-01-03 02:07:00,1.09791,1.09647,1.09921,1.10051,1.09971,win,1.25,"Synthetic ML row: breakout | pin_bar_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00152,synthetic_backtest,EURUSD,30m,BUY,fvg_retest,london,bullish,low,0.84,17.92,2.37,82,1,0,1,0,bullish_engulfing,bullish,40,usd_bearish,backtest,2026-01-02 23:10:00,2026-01-03 01:10:00,1.10091,1.09853,1.10374,1.10657,1.10437,win,1.45,"Synthetic ML row: fvg_retest | bullish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00153,synthetic_backtest,XAUUSD,5m,BUY,breakout,overlap,bearish,high,2.59,12.18,3.53,85,1,1,0,0,morning_star,bullish,54,usd_bullish,backtest,2026-01-02 23:24:00,2026-01-03 00:54:00,2340.85,2339.4,2343.41,2345.97,2342.88,win,1.4,"Synthetic ML row: breakout | morning_star | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00154,synthetic_backtest,GBPUSD,1h,SELL,breakout,new_york,bullish,low,1.24,20.69,3.22,75,0,0,1,0,three_black_crows,bearish,38,neutral,backtest,2026-01-02 23:31:00,2026-01-03 00:31:00,1.24422,1.24599,1.24138,1.23853,1.24631,loss,-1.18,"Synthetic ML row: breakout | three_black_crows | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00155,synthetic_backtest,EURUSD,15m,BUY,order_block_retest,overlap,bullish,low,0.71,7.25,1.63,93,1,1,0,1,tweezer_top,bearish,66,usd_bearish,backtest,2026-01-02 23:54:00,2026-01-03 00:09:00,1.08166,1.08098,1.08222,1.08277,1.08303,win,2.0,"Synthetic ML row: order_block_retest | tweezer_top | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00156,synthetic_backtest,EURUSD,1h,BUY,support_resistance,new_york,bullish,low,1.12,13.99,1.95,53,1,0,0,1,hammer,bullish,51,usd_bullish,backtest,2026-01-03 00:13:00,2026-01-03 00:28:00,1.10436,1.10294,1.10574,1.10712,1.10267,loss,-1.19,"Synthetic ML row: support_resistance | hammer | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00157,synthetic_backtest,BTCUSD,15m,SELL,trend_follow,asia,sideways,medium,64.5,647.98,2.65,92,0,0,0,1,pin_bar_bearish,bearish,25,usd_bullish,backtest,2026-01-03 00:25:00,2026-01-03 01:25:00,65709.06,66480.35,64687.11,63665.16,66457.21,loss,-0.97,"Synthetic ML row: trend_follow | pin_bar_bearish | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00158,synthetic_backtest,USDJPY,5m,SELL,support_resistance,new_york,high_volatility,low,1.81,9.86,3.3,61,0,0,1,1,harami_bearish,bearish,68,usd_bullish,backtest,2026-01-03 00:34:00,2026-01-03 04:34:00,158.343,158.416,158.222,158.101,158.429,loss,-1.18,"Synthetic ML row: support_resistance | harami_bearish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00159,synthetic_backtest,EURUSD,15m,BUY,support_resistance,london,bullish,low,0.57,8.83,2.77,79,1,0,0,0,piercing_line,bullish,87,usd_bearish,backtest,2026-01-03 00:50:00,2026-01-03 01:20:00,1.10684,1.10564,1.10851,1.11018,1.10794,win,0.91,"Synthetic ML row: support_resistance | piercing_line | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00160,synthetic_backtest,XAUUSD,15m,BUY,liquidity_sweep,london,sideways,high,1.73,19.4,0.88,49,0,1,0,0,shooting_star,bearish,59,usd_bearish,backtest,2026-01-03 01:25:00,2026-01-03 01:55:00,2335.91,2334.44,2336.55,2337.2,2335.23,loss,-0.46,"Synthetic ML row: liquidity_sweep | shooting_star | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00161,synthetic_backtest,XAUUSD,5m,SELL,reversal,overlap,bullish,low,1.84,29.83,1.31,62,0,1,0,0,three_white_soldiers,bullish,83,usd_bearish,backtest,2026-01-03 01:39:00,2026-01-03 03:39:00,2316.18,2318.34,2314.76,2313.34,2317.21,loss,-0.48,"Synthetic ML row: reversal | three_white_soldiers | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00162,synthetic_backtest,GBPUSD,5m,SELL,reversal,new_york,sideways,low,2.04,9.0,2.04,67,1,0,0,0,three_black_crows,bearish,45,neutral,backtest,2026-01-03 01:31:00,2026-01-03 02:16:00,1.30028,1.30134,1.2992,1.29812,1.2981,win,2.06,"Synthetic ML row: reversal | three_black_crows | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00163,synthetic_backtest,USDJPY,30m,SELL,order_block_retest,overlap,bullish,low,1.42,6.37,3.11,77,1,0,1,1,piercing_line,bullish,51,neutral,backtest,2026-01-03 02:12:00,2026-01-03 02:27:00,153.104,153.17,153.001,152.899,153.021,win,1.25,"Synthetic ML row: order_block_retest | piercing_line | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00164,synthetic_backtest,XAUUSD,5m,BUY,order_block_retest,asia,high_volatility,medium,3.25,12.68,1.3,57,0,0,1,1,pin_bar_bullish,bullish,29,usd_bullish,backtest,2026-01-03 02:11:00,2026-01-03 02:41:00,2285.24,2283.66,2286.27,2287.3,2285.13,breakeven,-0.07,"Synthetic ML row: order_block_retest | pin_bar_bullish | asia | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00165,synthetic_backtest,GBPUSD,5m,SELL,fvg_retest,asia,bullish,high,1.98,16.88,3.4,80,1,1,1,0,inside_bar,neutral,67,usd_bearish,backtest,2026-01-03 02:24:00,2026-01-03 03:24:00,1.2669,1.26813,1.2648,1.26271,1.26557,win,1.08,"Synthetic ML row: fvg_retest | inside_bar | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00166,synthetic_backtest,USDJPY,5m,BUY,trend_follow,new_york,sideways,low,1.83,6.92,3.3,93,1,1,1,0,shooting_star,bearish,41,neutral,backtest,2026-01-03 02:34:00,2026-01-03 02:49:00,152.619,152.564,152.71,152.8,152.73,win,2.02,"Synthetic ML row: trend_follow | shooting_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00167,synthetic_backtest,USDJPY,15m,SELL,order_block_retest,asia,sideways,low,1.81,16.25,2.61,73,1,0,1,1,evening_star,bearish,33,usd_bearish,backtest,2026-01-03 02:52:00,2026-01-03 03:22:00,156.028,156.155,155.861,155.694,155.846,win,1.42,"Synthetic ML row: order_block_retest | evening_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00168,synthetic_backtest,USDJPY,1h,BUY,range_rejection,overlap,bearish,low,1.2,13.18,3.25,46,0,1,1,1,pin_bar_bearish,bearish,74,usd_bullish,backtest,2026-01-03 03:04:00,2026-01-03 04:34:00,152.086,151.99,152.243,152.4,151.988,loss,-1.02,"Synthetic ML row: range_rejection | pin_bar_bearish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00169,synthetic_backtest,XAUUSD,30m,BUY,fvg_retest,new_york,bearish,high,3.42,16.09,2.93,48,0,1,1,0,shooting_star,bearish,59,neutral,backtest,2026-01-03 03:19:00,2026-01-03 05:19:00,2377.13,2375.84,2379.02,2380.91,2375.84,loss,-1.0,"Synthetic ML row: fvg_retest | shooting_star | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00170,synthetic_backtest,EURUSD,5m,BUY,fvg_retest,new_york,high_volatility,low,1.76,8.93,2.54,76,1,1,1,1,harami_bearish,bearish,94,usd_bullish,backtest,2026-01-03 04:00:00,2026-01-03 05:00:00,1.10978,1.1087,1.11115,1.11251,1.11302,win,3.01,"Synthetic ML row: fvg_retest | harami_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00171,synthetic_backtest,BTCUSD,30m,SELL,reversal,asia,low_volatility,high,72.07,500.22,2.41,95,1,1,1,0,outside_bar,neutral,84,usd_bearish,backtest,2026-01-03 04:07:00,2026-01-03 08:07:00,63576.41,64192.09,62834.5,62092.6,64179.78,loss,-0.98,"Synthetic ML row: reversal | outside_bar | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00172,synthetic_backtest,XAUUSD,1h,SELL,fvg_retest,london,sideways,medium,2.62,29.21,2.05,80,1,1,1,0,inside_bar,neutral,52,usd_bullish,backtest,2026-01-03 04:17:00,2026-01-03 05:02:00,2329.23,2332.84,2325.52,2321.82,2327.24,win,0.55,"Synthetic ML row: fvg_retest | inside_bar | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00173,synthetic_backtest,USDJPY,30m,BUY,order_block_retest,london,bullish,medium,0.94,10.38,1.72,81,0,1,1,1,evening_star,bearish,26,usd_bullish,backtest,2026-01-03 04:37:00,2026-01-03 08:37:00,151.887,151.79,151.969,152.052,151.768,loss,-1.23,"Synthetic ML row: order_block_retest | evening_star | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00174,synthetic_backtest,XAUUSD,30m,SELL,range_rejection,overlap,sideways,low,2.19,10.02,3.16,50,0,1,1,0,doji,neutral,48,neutral,backtest,2026-01-03 04:35:00,2026-01-03 05:20:00,2302.11,2303.38,2300.1,2298.09,2300.82,win,1.01,"Synthetic ML row: range_rejection | doji | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00175,synthetic_backtest,XAUUSD,15m,BUY,liquidity_sweep,london,bullish,low,2.34,10.99,2.99,71,1,1,1,0,tweezer_top,bearish,43,usd_bullish,backtest,2026-01-03 05:15:00,2026-01-03 07:15:00,2280.96,2279.79,2282.69,2284.43,2283.87,win,2.51,"Synthetic ML row: liquidity_sweep | tweezer_top | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00176,synthetic_backtest,EURUSD,15m,SELL,range_rejection,london,bearish,low,0.76,10.33,0.84,95,1,1,0,1,harami_bullish,bullish,43,neutral,backtest,2026-01-03 05:30:00,2026-01-03 06:30:00,1.09902,1.09996,1.09863,1.09823,1.09765,win,1.46,"Synthetic ML row: range_rejection | harami_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00177,synthetic_backtest,GBPUSD,5m,SELL,support_resistance,overlap,bullish,low,0.75,21.6,1.47,61,1,0,0,1,harami_bullish,bullish,74,neutral,backtest,2026-01-03 05:30:00,2026-01-03 07:30:00,1.30241,1.30388,1.30133,1.30025,1.30012,win,1.56,"Synthetic ML row: support_resistance | harami_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00178,synthetic_backtest,BTCUSD,5m,SELL,trend_follow,overlap,bearish,medium,42.28,429.94,1.66,94,1,0,0,0,evening_star,bearish,63,usd_bearish,backtest,2026-01-03 05:55:00,2026-01-03 06:55:00,65003.83,65395.5,64678.75,64353.67,64392.84,win,1.56,"Synthetic ML row: trend_follow | evening_star | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00179,synthetic_backtest,GBPUSD,5m,SELL,fvg_retest,asia,sideways,high,1.54,7.7,3.0,56,0,1,1,0,none,neutral,0,usd_bullish,backtest,2026-01-03 05:52:00,2026-01-03 07:52:00,1.28463,1.28528,1.28364,1.28266,1.28495,loss,-0.49,"Synthetic ML row: fvg_retest | none | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00180,synthetic_backtest,GBPUSD,5m,BUY,liquidity_sweep,london,bearish,low,0.77,15.31,2.87,71,1,1,0,1,bearish_engulfing,bearish,53,neutral,backtest,2026-01-03 06:16:00,2026-01-03 07:46:00,1.25785,1.25637,1.25997,1.26209,1.26094,win,2.09,"Synthetic ML row: liquidity_sweep | bearish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00181,synthetic_backtest,USDJPY,5m,SELL,fvg_retest,new_york,sideways,low,1.83,18.08,2.09,95,1,1,1,0,three_white_soldiers,bullish,57,usd_bullish,backtest,2026-01-03 06:34:00,2026-01-03 06:49:00,160.309,160.439,160.173,160.037,159.918,win,3.0,"Synthetic ML row: fvg_retest | three_white_soldiers | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00182,synthetic_backtest,USDJPY,5m,BUY,support_resistance,asia,bearish,low,1.2,11.4,0.92,90,0,1,0,1,hanging_man,bearish,74,usd_bullish,backtest,2026-01-03 06:36:00,2026-01-03 06:51:00,155.229,155.101,155.287,155.346,155.483,win,2.0,"Synthetic ML row: support_resistance | hanging_man | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00183,synthetic_backtest,EURUSD,1h,BUY,reversal,london,high_volatility,medium,0.87,6.06,0.85,77,1,1,0,0,evening_star,bearish,48,usd_bearish,backtest,2026-01-03 07:10:00,2026-01-03 07:25:00,1.07766,1.07693,1.07797,1.07828,1.07856,win,1.24,"Synthetic ML row: reversal | evening_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00184,synthetic_backtest,BTCUSD,15m,SELL,support_resistance,london,sideways,medium,13.49,854.28,1.77,53,1,0,1,0,dark_cloud_cover,bearish,28,usd_bullish,backtest,2026-01-03 07:27:00,2026-01-03 10:27:00,66033.48,67068.76,65117.26,64201.03,66571.82,loss,-0.52,"Synthetic ML row: support_resistance | dark_cloud_cover | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00185,synthetic_backtest,BTCUSD,1h,SELL,liquidity_sweep,asia,bullish,low,72.95,165.57,1.41,82,1,1,1,1,hammer,bullish,76,neutral,backtest,2026-01-03 07:32:00,2026-01-03 08:17:00,64682.85,64901.7,64528.56,64374.27,64857.93,loss,-0.8,"Synthetic ML row: liquidity_sweep | hammer | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00186,synthetic_backtest,EURUSD,1h,BUY,range_rejection,asia,high_volatility,medium,1.4,11.96,3.85,60,0,1,0,0,inside_bar,neutral,58,usd_bullish,backtest,2026-01-03 07:50:00,2026-01-03 08:05:00,1.0598,1.05874,1.06185,1.06389,1.05872,loss,-1.02,"Synthetic ML row: range_rejection | inside_bar | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00187,synthetic_backtest,BTCUSD,1h,SELL,fvg_retest,asia,bullish,low,48.07,1156.52,1.67,80,0,0,1,1,marubozu_bullish,bullish,81,neutral,backtest,2026-01-03 08:07:00,2026-01-03 08:37:00,64867.04,66059.44,63871.39,62875.74,65785.19,loss,-0.77,"Synthetic ML row: fvg_retest | marubozu_bullish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00188,synthetic_backtest,USDJPY,5m,SELL,trend_follow,london,sideways,low,1.86,6.83,2.01,61,0,1,1,1,harami_bullish,bullish,39,neutral,backtest,2026-01-03 08:06:00,2026-01-03 12:06:00,158.775,158.83,158.719,158.662,158.804,loss,-0.52,"Synthetic ML row: trend_follow | harami_bullish | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00189,synthetic_backtest,XAUUSD,1h,BUY,trend_follow,new_york,high_volatility,low,4.08,20.27,2.09,78,1,0,1,1,bullish_engulfing,bullish,90,usd_bullish,backtest,2026-01-03 08:41:00,2026-01-03 10:41:00,2385.57,2384.3,2386.89,2388.21,2387.18,win,1.27,"Synthetic ML row: trend_follow | bullish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00190,synthetic_backtest,XAUUSD,15m,SELL,reversal,new_york,low_volatility,medium,4.31,26.51,3.1,69,1,0,0,0,hanging_man,bearish,84,usd_bullish,backtest,2026-01-03 08:47:00,2026-01-03 09:02:00,2354.28,2357.66,2349.06,2343.83,2349.46,win,1.43,"Synthetic ML row: reversal | hanging_man | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00191,synthetic_backtest,EURUSD,1h,BUY,range_rejection,asia,bullish,medium,1.35,13.35,1.87,78,0,0,1,0,doji,neutral,58,neutral,backtest,2026-01-03 09:10:00,2026-01-03 09:55:00,1.07187,1.07036,1.07327,1.07468,1.0757,win,2.55,"Synthetic ML row: range_rejection | doji | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00192,synthetic_backtest,GBPUSD,1h,BUY,reversal,new_york,low_volatility,medium,1.38,20.99,3.77,48,1,0,1,0,pin_bar_bullish,bullish,83,usd_bullish,backtest,2026-01-03 09:29:00,2026-01-03 10:59:00,1.25528,1.25349,1.25867,1.26205,1.2578,win,1.4,"Synthetic ML row: reversal | pin_bar_bullish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00193,synthetic_backtest,GBPUSD,30m,BUY,breakout,london,bearish,medium,0.72,11.13,2.08,89,1,1,1,0,harami_bearish,bearish,93,usd_bearish,backtest,2026-01-03 09:29:00,2026-01-03 13:29:00,1.25578,1.25478,1.25682,1.25785,1.25881,win,3.04,"Synthetic ML row: breakout | harami_bearish | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00194,synthetic_backtest,USDJPY,15m,SELL,liquidity_sweep,overlap,bullish,high,1.34,10.54,1.04,68,1,1,1,1,dark_cloud_cover,bearish,76,neutral,backtest,2026-01-03 09:58:00,2026-01-03 10:43:00,152.778,152.846,152.743,152.708,152.57,win,3.08,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | overlap | high news | win. Use for testing pipeline, not as real edge."
