trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_SMC_ICT_00143,synthetic_smc_ict,EURUSD,30m,BUY,order_block_retest,london,sideways,medium,1.33,7.67,3.33,66,0,1,1,1,three_black_crows,bearish,91,usd_bullish,smc_ict,2026-01-02 21:03:00,2026-01-03 01:03:00,1.08744,1.08689,1.08835,1.08927,1.08878,win,2.45,"Synthetic ML row: order_block_retest | three_black_crows | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00045,synthetic_mt5_history,XAUUSD,5m,BUY,fvg_retest,overlap,bullish,low,3.7,23.58,3.22,92,1,0,1,1,tweezer_top,bearish,32,usd_bullish,mt5_history,2026-01-01 20:27:00,2026-01-01 23:27:00,2405.5,2403.45,2408.81,2412.12,2407.37,win,0.91,"Synthetic ML row: fvg_retest | tweezer_top | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00107,synthetic_backtest,BTCUSD,1h,BUY,reversal,overlap,bearish,low,31.4,732.59,1.39,88,1,0,0,0,marubozu_bullish,bullish,33,usd_bullish,backtest,2026-01-02 12:14:00,2026-01-02 14:14:00,65892.86,65170.45,66394.94,66897.01,68081.76,win,3.03,"Synthetic ML row: reversal | marubozu_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00069,synthetic_candles,BTCUSD,5m,BUY,reversal,new_york,high_volatility,low,75.66,820.72,3.75,62,1,1,0,0,dark_cloud_cover,bearish,48,usd_bearish,candlestick,2026-01-02 02:16:00,2026-01-02 05:16:00,64565.5,63419.15,66714.92,68864.33,63969.4,loss,-0.52,"Synthetic ML row: reversal | dark_cloud_cover | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00115,synthetic_backtest,BTCUSD,15m,SELL,breakout,london,high_volatility,low,28.46,799.62,3.05,85,1,1,1,0,doji,neutral,69,usd_bearish,backtest,2026-01-02 14:05:00,2026-01-02 15:35:00,64806.41,65443.75,63834.48,62862.54,65596.71,loss,-1.24,"Synthetic ML row: breakout | doji | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00088,synthetic_mt5_history,BTCUSD,5m,SELL,trend_follow,london,sideways,medium,27.49,915.38,3.01,50,0,0,1,1,bullish_engulfing,bullish,28,usd_bearish,mt5_history,2026-01-02 07:22:00,2026-01-02 07:52:00,65629.15,66301.16,64617.77,63606.4,64916.82,win,1.06,"Synthetic ML row: trend_follow | bullish_engulfing | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00057,synthetic_smc_ict,USDJPY,30m,BUY,order_block_retest,asia,bullish,medium,1.58,15.09,2.7,93,0,0,1,1,pin_bar_bearish,bearish,68,usd_bullish,smc_ict,2026-01-01 23:24:00,2026-01-02 00:09:00,156.834,156.707,157.006,157.178,156.992,win,1.24,"Synthetic ML row: order_block_retest | pin_bar_bearish | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00117,synthetic_mt5_history,XAUUSD,1h,SELL,trend_follow,asia,bearish,low,2.52,15.05,1.76,64,1,0,0,1,doji,neutral,95,usd_bullish,mt5_history,2026-01-02 14:20:00,2026-01-02 15:20:00,2389.92,2391.4,2388.61,2387.31,2386.11,win,2.57,"Synthetic ML row: trend_follow | doji | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00051,synthetic_smc_ict,USDJPY,1h,SELL,fvg_retest,asia,low_volatility,high,1.65,13.22,2.3,54,1,0,1,0,hammer,bullish,51,neutral,smc_ict,2026-01-01 21:54:00,2026-01-02 01:54:00,160.789,160.908,160.652,160.516,160.845,loss,-0.47,"Synthetic ML row: fvg_retest | hammer | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00117,synthetic_smc_ict,BTCUSD,15m,SELL,order_block_retest,london,bearish,medium,60.01,788.21,1.25,78,1,0,1,1,tweezer_bottom,bullish,32,usd_bearish,smc_ict,2026-01-02 14:24:00,2026-01-02 17:24:00,65435.34,66286.05,64903.65,64371.96,64610.16,win,0.97,"Synthetic ML row: order_block_retest | tweezer_bottom | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00064,synthetic_backtest,GBPUSD,5m,SELL,fvg_retest,new_york,sideways,high,1.85,18.44,1.86,62,1,0,1,0,hammer,bullish,79,usd_bullish,backtest,2026-01-02 01:18:00,2026-01-02 02:18:00,1.28196,1.28373,1.28031,1.27866,1.27834,win,2.04,"Synthetic ML row: fvg_retest | hammer | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00136,synthetic_mt5_history,XAUUSD,30m,SELL,trend_follow,london,bullish,low,2.3,28.19,3.97,85,1,0,1,0,marubozu_bearish,bearish,44,neutral,mt5_history,2026-01-02 19:06:00,2026-01-02 22:06:00,2409.95,2413.56,2402.78,2395.6,2401.02,win,2.47,"Synthetic ML row: trend_follow | marubozu_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00175,synthetic_backtest,XAUUSD,15m,BUY,liquidity_sweep,london,bullish,low,2.34,10.99,2.99,71,1,1,1,0,tweezer_top,bearish,43,usd_bullish,backtest,2026-01-03 05:15:00,2026-01-03 07:15:00,2280.96,2279.79,2282.69,2284.43,2283.87,win,2.51,"Synthetic ML row: liquidity_sweep | tweezer_top | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00200,synthetic_smc_ict,XAUUSD,1h,BUY,liquidity_sweep,asia,bearish,low,2.79,22.86,2.2,51,0,1,0,0,evening_star,bearish,52,usd_bearish,smc_ict,2026-01-03 11:16:00,2026-01-03 12:46:00,2320.45,2317.31,2323.89,2327.34,2317.97,loss,-0.79,"Synthetic ML row: liquidity_sweep | evening_star | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00092,synthetic_mt5_history,XAUUSD,15m,BUY,liquidity_sweep,new_york,sideways,medium,3.79,25.36,0.84,49,1,1,0,0,dark_cloud_cover,bearish,92,usd_bearish,mt5_history,2026-01-02 08:07:00,2026-01-02 09:07:00,2338.94,2337.18,2339.69,2340.43,2337.46,loss,-0.84,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00060,synthetic_candles,USDJPY,30m,BUY,range_rejection,overlap,bullish,low,1.41,18.08,3.39,93,1,0,0,0,outside_bar,neutral,88,usd_bullish,candlestick,2026-01-02 00:18:00,2026-01-02 04:18:00,153.348,153.141,153.699,154.05,153.592,win,1.18,"Synthetic ML row: range_rejection | outside_bar | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00064,synthetic_smc_ict,BTCUSD,30m,BUY,fvg_retest,overlap,sideways,high,21.86,500.41,1.93,92,1,1,1,0,pin_bar_bullish,bullish,58,usd_bearish,smc_ict,2026-01-02 01:00:00,2026-01-02 04:00:00,63265.7,62801.8,63713.36,64161.02,63984.74,win,1.55,"Synthetic ML row: fvg_retest | pin_bar_bullish | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00036,synthetic_candles,XAUUSD,30m,BUY,breakout,london,bearish,medium,2.46,23.25,1.85,89,1,1,0,0,pin_bar_bullish,bullish,26,usd_bullish,candlestick,2026-01-01 18:24:00,2026-01-01 18:54:00,2310.81,2308.88,2312.6,2314.39,2313.89,win,1.59,"Synthetic ML row: breakout | pin_bar_bullish | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00141,synthetic_candles,XAUUSD,5m,SELL,support_resistance,overlap,bearish,medium,4.18,30.03,2.22,52,0,1,1,0,dark_cloud_cover,bearish,93,usd_bearish,candlestick,2026-01-02 20:37:00,2026-01-02 20:52:00,2297.09,2299.78,2294.1,2291.12,2288.88,win,3.05,"Synthetic ML row: support_resistance | dark_cloud_cover | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00009,synthetic_candles,GBPUSD,15m,BUY,reversal,london,high_volatility,high,1.69,11.5,3.12,66,1,1,1,0,pin_bar_bullish,bullish,77,usd_bearish,candlestick,2026-01-01 11:42:00,2026-01-01 14:42:00,1.29998,1.29873,1.30192,1.30387,1.30053,win,0.44,"Synthetic ML row: reversal | pin_bar_bullish | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00013,synthetic_smc_ict,BTCUSD,5m,BUY,order_block_retest,new_york,bearish,medium,56.15,1152.94,3.87,59,1,0,1,1,dark_cloud_cover,bearish,29,neutral,smc_ict,2026-01-01 12:43:00,2026-01-01 12:58:00,65417.7,64117.92,67932.77,70447.83,68563.16,win,2.42,"Synthetic ML row: order_block_retest | dark_cloud_cover | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00081,synthetic_starter,BTCUSD,15m,SELL,support_resistance,overlap,sideways,low,55.98,1118.34,3.51,50,1,0,0,0,bearish_engulfing,bearish,78,neutral,mt5_history,2026-01-02 05:17:00,2026-01-02 06:17:00,66188.14,67384.84,64087.93,61987.73,63902.44,win,1.91,"Synthetic ML row: support_resistance | bearish_engulfing | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00167,synthetic_smc_ict,BTCUSD,30m,BUY,order_block_retest,overlap,bullish,low,27.08,1012.58,1.56,45,1,0,0,1,harami_bullish,bullish,57,usd_bearish,smc_ict,2026-01-03 02:45:00,2026-01-03 04:15:00,66048.71,64903.84,66941.72,67834.72,68441.5,win,2.09,"Synthetic ML row: order_block_retest | harami_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00129,synthetic_starter,GBPUSD,1h,SELL,order_block_retest,overlap,bullish,low,1.96,16.54,2.7,63,0,1,1,1,harami_bullish,bullish,38,usd_bearish,mt5_history,2026-01-02 17:23:00,2026-01-02 18:53:00,1.25116,1.25284,1.2489,1.24663,1.25277,loss,-0.96,"Synthetic ML row: order_block_retest | harami_bullish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00040,synthetic_starter,BTCUSD,15m,SELL,range_rejection,overlap,high_volatility,medium,78.7,535.7,3.69,86,0,0,0,0,pin_bar_bearish,bearish,72,usd_bearish,none,2026-01-01 19:26:00,2026-01-01 23:26:00,63407.53,63819.85,62646.8,61886.07,63164.26,win,0.59,"Synthetic ML row: range_rejection | pin_bar_bearish | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00128,synthetic_smc_ict,GBPUSD,5m,SELL,fvg_retest,london,bullish,low,1.89,21.96,3.78,56,0,1,1,1,three_black_crows,bearish,51,usd_bullish,smc_ict,2026-01-02 17:18:00,2026-01-02 18:48:00,1.25741,1.25996,1.25259,1.24776,1.2534,win,1.57,"Synthetic ML row: fvg_retest | three_black_crows | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00161,synthetic_smc_ict,EURUSD,15m,BUY,liquidity_sweep,london,sideways,medium,1.26,17.85,2.77,57,1,1,0,0,bearish_engulfing,bearish,46,usd_bullish,smc_ict,2026-01-03 01:31:00,2026-01-03 02:01:00,1.1066,1.10512,1.10865,1.11069,1.1084,win,1.22,"Synthetic ML row: liquidity_sweep | bearish_engulfing | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00138,synthetic_backtest,XAUUSD,5m,BUY,range_rejection,london,bullish,low,1.76,10.42,3.61,56,0,0,0,0,three_white_soldiers,bullish,28,usd_bullish,backtest,2026-01-02 19:32:00,2026-01-02 20:17:00,2283.64,2282.26,2286.13,2288.62,2281.93,loss,-1.24,"Synthetic ML row: range_rejection | three_white_soldiers | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00104,synthetic_starter,EURUSD,1h,SELL,breakout,overlap,bullish,low,0.61,12.19,2.72,83,1,0,0,0,marubozu_bearish,bearish,69,usd_bearish,mt5_history,2026-01-02 11:28:00,2026-01-02 12:58:00,1.06582,1.06715,1.06402,1.06223,1.06176,win,3.07,"Synthetic ML row: breakout | marubozu_bearish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00220,synthetic_backtest,USDJPY,15m,SELL,liquidity_sweep,london,high_volatility,low,1.72,6.06,2.59,48,1,1,1,0,dark_cloud_cover,bearish,76,usd_bullish,backtest,2026-01-03 16:05:00,2026-01-03 17:35:00,152.782,152.833,152.715,152.648,152.781,breakeven,0.02,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00090,synthetic_backtest,USDJPY,1h,BUY,breakout,new_york,sideways,medium,0.91,12.91,2.11,92,1,0,1,0,hanging_man,bearish,45,neutral,backtest,2026-01-02 07:59:00,2026-01-02 08:59:00,158.524,158.391,158.665,158.805,158.577,win,0.4,"Synthetic ML row: breakout | hanging_man | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00216,synthetic_smc_ict,BTCUSD,5m,BUY,liquidity_sweep,london,bearish,low,48.99,619.96,2.33,79,0,1,1,0,harami_bearish,bearish,81,neutral,smc_ict,2026-01-03 15:24:00,2026-01-03 15:54:00,66807.74,66404.28,67277.77,67747.81,67392.76,win,1.45,"Synthetic ML row: liquidity_sweep | harami_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00123,synthetic_backtest,GBPUSD,15m,BUY,liquidity_sweep,asia,low_volatility,low,2.1,13.92,1.39,68,0,1,0,0,marubozu_bearish,bearish,85,usd_bullish,backtest,2026-01-02 16:13:00,2026-01-02 17:13:00,1.24994,1.24899,1.2506,1.25125,1.24945,loss,-0.52,"Synthetic ML row: liquidity_sweep | marubozu_bearish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00176,synthetic_smc_ict,USDJPY,30m,BUY,fvg_retest,london,sideways,low,0.6,7.83,2.69,92,1,0,1,1,pin_bar_bullish,bullish,40,usd_bearish,smc_ict,2026-01-03 05:03:00,2026-01-03 06:03:00,152.755,152.706,152.822,152.888,152.905,win,3.03,"Synthetic ML row: fvg_retest | pin_bar_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00081,synthetic_smc_ict,EURUSD,5m,SELL,range_rejection,new_york,sideways,medium,0.63,13.17,2.31,87,1,0,0,0,morning_star,bullish,60,usd_bearish,smc_ict,2026-01-02 05:39:00,2026-01-02 07:39:00,1.10943,1.11122,1.10736,1.10529,1.10839,win,0.58,"Synthetic ML row: range_rejection | morning_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00119,synthetic_candles,XAUUSD,30m,SELL,liquidity_sweep,new_york,bearish,low,3.64,33.13,2.49,86,1,1,1,1,tweezer_top,bearish,68,neutral,candlestick,2026-01-02 14:49:00,2026-01-02 16:19:00,2398.16,2401.53,2393.96,2389.76,2394.34,win,1.13,"Synthetic ML row: liquidity_sweep | tweezer_top | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00140,synthetic_candles,BTCUSD,30m,BUY,order_block_retest,asia,high_volatility,medium,58.38,509.77,1.64,93,1,1,0,1,three_white_soldiers,bullish,51,neutral,candlestick,2026-01-02 20:14:00,2026-01-02 22:14:00,63111.91,62523.9,63594.08,64076.24,63799.88,win,1.17,"Synthetic ML row: order_block_retest | three_white_soldiers | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00092,synthetic_candles,EURUSD,15m,BUY,order_block_retest,new_york,high_volatility,high,0.52,11.74,1.99,76,0,1,1,1,pin_bar_bearish,bearish,71,usd_bearish,candlestick,2026-01-02 08:16:00,2026-01-02 09:16:00,1.10659,1.10513,1.10803,1.10947,1.10582,loss,-0.53,"Synthetic ML row: order_block_retest | pin_bar_bearish | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00016,synthetic_smc_ict,XAUUSD,5m,SELL,range_rejection,new_york,bullish,high,4.19,32.26,2.69,84,1,1,1,0,piercing_line,bullish,41,usd_bullish,smc_ict,2026-01-01 13:11:00,2026-01-01 17:11:00,2407.91,2411.47,2403.11,2398.32,2407.73,breakeven,0.05,"Synthetic ML row: range_rejection | piercing_line | new_york | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00127,synthetic_candles,XAUUSD,5m,BUY,order_block_retest,overlap,bullish,high,1.96,17.82,3.42,52,1,0,1,1,harami_bearish,bearish,81,usd_bullish,candlestick,2026-01-02 17:01:00,2026-01-02 17:46:00,2291.52,2289.92,2294.25,2296.99,2289.57,loss,-1.22,"Synthetic ML row: order_block_retest | harami_bearish | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00078,synthetic_mt5_history,BTCUSD,15m,SELL,reversal,overlap,bullish,low,22.0,763.77,3.84,74,1,1,0,0,harami_bullish,bullish,86,neutral,mt5_history,2026-01-02 04:59:00,2026-01-02 08:59:00,63883.15,64440.23,62813.57,61743.98,63181.24,win,1.26,"Synthetic ML row: reversal | harami_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00143,synthetic_backtest,XAUUSD,30m,SELL,breakout,new_york,bullish,medium,2.25,31.14,2.17,64,1,0,0,0,shooting_star,bearish,88,usd_bullish,backtest,2026-01-02 21:08:00,2026-01-02 21:38:00,2353.98,2356.54,2351.2,2348.43,2348.71,win,2.06,"Synthetic ML row: breakout | shooting_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00146,synthetic_candles,XAUUSD,5m,BUY,reversal,london,sideways,high,1.67,9.41,3.52,70,0,1,0,0,bearish_engulfing,bearish,81,usd_bullish,candlestick,2026-01-02 21:44:00,2026-01-03 00:44:00,2403.57,2402.54,2405.39,2407.2,2403.06,loss,-0.5,"Synthetic ML row: reversal | bearish_engulfing | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00079,synthetic_backtest,USDJPY,5m,BUY,reversal,asia,low_volatility,medium,1.88,10.14,3.63,74,1,0,1,1,inside_bar,neutral,31,neutral,backtest,2026-01-02 04:53:00,2026-01-02 07:53:00,152.506,152.382,152.732,152.959,152.354,loss,-1.22,"Synthetic ML row: reversal | inside_bar | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00246,synthetic_smc_ict,XAUUSD,30m,BUY,liquidity_sweep,asia,low_volatility,low,4.03,10.85,2.11,55,0,1,0,1,doji,neutral,84,neutral,smc_ict,2026-01-03 22:50:00,2026-01-04 00:20:00,2292.91,2291.45,2294.45,2295.98,2292.99,breakeven,0.06,"Synthetic ML row: liquidity_sweep | doji | asia | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00107,synthetic_starter,USDJPY,1h,BUY,reversal,new_york,sideways,low,1.7,17.53,1.33,53,1,0,1,0,shooting_star,bearish,42,neutral,none,2026-01-02 11:58:00,2026-01-02 13:28:00,156.424,156.282,156.518,156.612,156.35,loss,-0.52,"Synthetic ML row: reversal | shooting_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00006,synthetic_backtest,GBPUSD,5m,BUY,reversal,asia,sideways,low,0.77,8.93,2.32,72,1,0,1,1,bearish_engulfing,bearish,86,neutral,backtest,2026-01-01 10:54:00,2026-01-01 13:54:00,1.2526,1.25184,1.25348,1.25436,1.25412,win,2.01,"Synthetic ML row: reversal | bearish_engulfing | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00121,synthetic_mt5_history,BTCUSD,1h,SELL,liquidity_sweep,new_york,sideways,low,73.51,459.95,3.97,63,0,1,0,0,marubozu_bearish,bearish,38,neutral,mt5_history,2026-01-02 15:42:00,2026-01-02 15:57:00,66763.85,67157.84,65981.79,65199.73,66302.89,win,1.17,"Synthetic ML row: liquidity_sweep | marubozu_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00149,synthetic_mt5_history,BTCUSD,1h,SELL,reversal,overlap,high_volatility,low,66.75,236.74,1.15,76,0,1,0,1,doji,neutral,46,neutral,mt5_history,2026-01-02 22:27:00,2026-01-03 00:27:00,64810.87,65011.12,64695.73,64580.58,64396.35,win,2.07,"Synthetic ML row: reversal | doji | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00170,synthetic_smc_ict,XAUUSD,15m,SELL,liquidity_sweep,london,low_volatility,low,3.1,20.92,3.76,85,0,1,0,1,hammer,bullish,45,usd_bearish,smc_ict,2026-01-03 03:33:00,2026-01-03 06:33:00,2309.44,2311.02,2306.48,2303.53,2304.64,win,3.05,"Synthetic ML row: liquidity_sweep | hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00032,synthetic_backtest,XAUUSD,30m,SELL,liquidity_sweep,asia,high_volatility,medium,4.38,12.31,2.61,91,1,1,0,0,dark_cloud_cover,bearish,71,usd_bullish,backtest,2026-01-01 17:10:00,2026-01-01 17:40:00,2285.49,2286.85,2283.72,2281.95,2283.76,win,1.28,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00080,synthetic_mt5_history,BTCUSD,30m,BUY,liquidity_sweep,overlap,bullish,low,66.87,406.24,2.38,84,0,1,1,0,bullish_engulfing,bullish,47,usd_bullish,mt5_history,2026-01-02 05:28:00,2026-01-02 05:43:00,63713.39,63366.88,64125.74,64538.09,63370.35,loss,-0.99,"Synthetic ML row: liquidity_sweep | bullish_engulfing | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00218,synthetic_candles,GBPUSD,15m,SELL,order_block_retest,asia,bearish,low,1.09,21.12,1.1,72,1,0,1,1,harami_bearish,bearish,82,usd_bearish,candlestick,2026-01-03 15:43:00,2026-01-03 19:43:00,1.27313,1.27556,1.27179,1.27045,1.27512,loss,-0.82,"Synthetic ML row: order_block_retest | harami_bearish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00194,synthetic_backtest,USDJPY,15m,SELL,liquidity_sweep,overlap,bullish,high,1.34,10.54,1.04,68,1,1,1,1,dark_cloud_cover,bearish,76,neutral,backtest,2026-01-03 09:58:00,2026-01-03 10:43:00,152.778,152.846,152.743,152.708,152.57,win,3.08,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00105,synthetic_mt5_history,GBPUSD,5m,SELL,order_block_retest,asia,bullish,high,1.33,19.37,0.8,66,0,0,1,1,harami_bearish,bearish,82,usd_bullish,mt5_history,2026-01-02 11:24:00,2026-01-02 12:54:00,1.27982,1.2821,1.2789,1.27799,1.28256,loss,-1.2,"Synthetic ML row: order_block_retest | harami_bearish | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00012,synthetic_backtest,USDJPY,1h,BUY,fvg_retest,new_york,sideways,high,1.57,9.72,1.84,61,0,0,1,1,pin_bar_bearish,bearish,90,usd_bearish,backtest,2026-01-01 12:21:00,2026-01-01 15:21:00,153.899,153.79,153.999,154.1,153.784,loss,-1.05,"Synthetic ML row: fvg_retest | pin_bar_bearish | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00248,synthetic_backtest,GBPUSD,1h,BUY,order_block_retest,london,bearish,low,1.43,9.18,1.5,81,1,0,0,1,morning_star,bullish,73,neutral,backtest,2026-01-03 23:19:00,2026-01-04 01:19:00,1.26399,1.26288,1.26482,1.26565,1.26673,win,2.48,"Synthetic ML row: order_block_retest | morning_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00018,synthetic_starter,XAUUSD,15m,SELL,liquidity_sweep,asia,bearish,high,4.46,24.08,3.84,73,1,1,1,1,marubozu_bullish,bullish,40,neutral,smc_ict,2026-01-01 13:47:00,2026-01-01 17:47:00,2406.01,2408.88,2400.48,2394.96,2409.37,loss,-1.17,"Synthetic ML row: liquidity_sweep | marubozu_bullish | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00097,synthetic_candles,USDJPY,5m,BUY,fvg_retest,overlap,low_volatility,medium,1.21,16.54,1.07,54,1,0,1,0,evening_star,bearish,26,usd_bearish,candlestick,2026-01-02 09:21:00,2026-01-02 11:21:00,153.391,153.18,153.504,153.617,153.583,win,0.91,"Synthetic ML row: fvg_retest | evening_star | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00070,synthetic_smc_ict,BTCUSD,15m,BUY,liquidity_sweep,new_york,bullish,low,75.14,841.08,1.45,55,0,1,0,1,morning_star,bullish,94,usd_bearish,smc_ict,2026-01-02 02:30:00,2026-01-02 03:15:00,66472.79,65332.69,67299.35,68125.92,65594.92,loss,-0.77,"Synthetic ML row: liquidity_sweep | morning_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00039,synthetic_starter,GBPUSD,1h,SELL,trend_follow,overlap,bullish,high,2.06,12.14,2.11,53,1,0,0,1,tweezer_bottom,bullish,66,usd_bullish,none,2026-01-01 18:59:00,2026-01-01 20:59:00,1.28804,1.28949,1.28651,1.28498,1.28524,win,1.93,"Synthetic ML row: trend_follow | tweezer_bottom | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00122,synthetic_smc_ict,GBPUSD,30m,SELL,range_rejection,asia,bearish,medium,1.12,16.62,2.62,77,1,0,1,0,hanging_man,bearish,66,usd_bullish,smc_ict,2026-01-02 15:32:00,2026-01-02 16:17:00,1.24835,1.25004,1.24613,1.24391,1.24596,win,1.41,"Synthetic ML row: range_rejection | hanging_man | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00128,synthetic_starter,XAUUSD,5m,SELL,trend_follow,london,sideways,low,3.8,8.24,3.72,86,0,0,0,1,pin_bar_bullish,bullish,51,usd_bullish,smc_ict,2026-01-02 17:25:00,2026-01-02 18:55:00,2380.0,2381.14,2377.88,2375.76,2380.05,breakeven,-0.05,"Synthetic ML row: trend_follow | pin_bar_bullish | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00081,synthetic_backtest,EURUSD,5m,SELL,liquidity_sweep,new_york,bullish,low,0.95,13.95,2.13,92,1,1,0,0,shooting_star,bearish,92,neutral,backtest,2026-01-02 05:41:00,2026-01-02 09:41:00,1.07142,1.07229,1.07048,1.06955,1.06886,win,2.91,"Synthetic ML row: liquidity_sweep | shooting_star | new_york | low news | win. Use for testing pipeline, not as real edge."
