trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_STARTER_00001,synthetic_starter,XAUUSD,30m,BUY,breakout,london,bullish,low,2.1,25.55,2.54,59,0,0,0,0,marubozu_bearish,bearish,29,usd_bearish,mt5_history,2026-01-01 09:23:00,2026-01-01 10:08:00,2309.86,2306.77,2313.79,2317.72,2317.53,win,2.48,"Synthetic ML row: breakout | marubozu_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00132,synthetic_starter,GBPUSD,5m,SELL,fvg_retest,overlap,low_volatility,low,1.43,17.73,1.37,85,0,1,1,1,three_white_soldiers,bullish,43,usd_bullish,blue_journal,2026-01-02 18:18:00,2026-01-02 19:03:00,1.2742,1.27635,1.27273,1.27126,1.26765,win,3.05,"Synthetic ML row: fvg_retest | three_white_soldiers | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00133,synthetic_starter,XAUUSD,1h,BUY,range_rejection,new_york,low_volatility,low,4.0,13.15,2.97,85,0,0,0,0,bullish_engulfing,bullish,93,neutral,none,2026-01-02 18:24:00,2026-01-02 19:09:00,2288.71,2287.51,2290.49,2292.27,2290.51,win,1.5,"Synthetic ML row: range_rejection | bullish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00134,synthetic_starter,GBPUSD,30m,SELL,support_resistance,london,bullish,medium,1.79,9.23,3.15,82,1,1,0,0,piercing_line,bullish,46,neutral,smc_ict,2026-01-02 18:42:00,2026-01-02 20:12:00,1.29575,1.29676,1.29415,1.29256,1.29315,win,2.56,"Synthetic ML row: support_resistance | piercing_line | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00135,synthetic_starter,BTCUSD,5m,BUY,range_rejection,new_york,sideways,low,54.86,466.17,2.92,87,1,0,0,1,three_black_crows,bearish,40,neutral,mt5_history,2026-01-02 19:04:00,2026-01-02 19:34:00,64152.56,63580.19,64988.21,65823.87,64438.74,win,0.5,"Synthetic ML row: range_rejection | three_black_crows | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00136,synthetic_starter,USDJPY,15m,BUY,fvg_retest,new_york,low_volatility,medium,1.56,13.69,1.55,45,0,0,1,1,harami_bearish,bearish,62,neutral,mt5_history,2026-01-02 19:04:00,2026-01-02 19:34:00,158.82,158.729,158.89,158.96,159.003,win,2.03,"Synthetic ML row: fvg_retest | harami_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00137,synthetic_starter,XAUUSD,15m,SELL,liquidity_sweep,london,bullish,high,2.78,11.13,3.52,47,1,1,0,1,shooting_star,bearish,30,usd_bullish,candlestick,2026-01-02 19:23:00,2026-01-02 19:53:00,2332.04,2333.01,2330.33,2328.61,2330.49,win,1.59,"Synthetic ML row: liquidity_sweep | shooting_star | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00138,synthetic_starter,XAUUSD,1h,SELL,support_resistance,overlap,bearish,low,1.81,32.6,2.34,81,0,1,1,1,three_white_soldiers,bullish,39,neutral,candlestick,2026-01-02 19:30:00,2026-01-02 20:15:00,2347.61,2350.84,2343.84,2340.06,2338.02,win,2.97,"Synthetic ML row: support_resistance | three_white_soldiers | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00139,synthetic_starter,USDJPY,5m,SELL,trend_follow,asia,bullish,medium,0.95,11.53,2.96,69,1,1,0,1,harami_bullish,bullish,91,usd_bullish,backtest,2026-01-02 19:50:00,2026-01-02 23:50:00,159.498,159.647,159.277,159.056,159.493,breakeven,0.03,"Synthetic ML row: trend_follow | harami_bullish | asia | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00140,synthetic_starter,XAUUSD,30m,SELL,trend_follow,london,bullish,high,1.76,21.46,1.81,76,1,0,0,0,marubozu_bullish,bullish,76,neutral,mt5_history,2026-01-02 20:17:00,2026-01-02 20:32:00,2395.95,2398.6,2393.56,2391.16,2399.26,loss,-1.25,"Synthetic ML row: trend_follow | marubozu_bullish | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00141,synthetic_starter,BTCUSD,15m,SELL,liquidity_sweep,new_york,bearish,low,56.69,901.71,1.16,93,1,1,1,0,pin_bar_bullish,bullish,67,neutral,blue_journal,2026-01-02 20:26:00,2026-01-02 20:56:00,63228.53,63887.98,62846.06,62463.58,62430.61,win,1.21,"Synthetic ML row: liquidity_sweep | pin_bar_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00142,synthetic_starter,EURUSD,5m,SELL,range_rejection,london,bullish,low,1.59,12.65,3.27,73,1,0,0,1,doji,neutral,49,usd_bearish,blue_journal,2026-01-02 20:30:00,2026-01-02 20:45:00,1.08847,1.08966,1.08651,1.08455,1.08716,win,1.09,"Synthetic ML row: range_rejection | doji | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00143,synthetic_starter,BTCUSD,15m,SELL,breakout,new_york,high_volatility,low,28.88,567.76,1.9,63,1,0,1,1,dark_cloud_cover,bearish,89,usd_bearish,backtest,2026-01-02 21:07:00,2026-01-02 23:07:00,65826.31,66591.88,65099.02,64371.72,64325.79,win,1.96,"Synthetic ML row: breakout | dark_cloud_cover | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00144,synthetic_starter,EURUSD,15m,BUY,reversal,new_york,bearish,low,1.23,12.58,3.82,90,1,1,1,1,harami_bearish,bearish,89,usd_bearish,candlestick,2026-01-02 21:27:00,2026-01-03 00:27:00,1.10507,1.10379,1.10752,1.10996,1.10758,win,1.96,"Synthetic ML row: reversal | harami_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00145,synthetic_starter,XAUUSD,15m,SELL,reversal,asia,bullish,low,1.6,29.98,1.13,88,1,1,0,1,inside_bar,neutral,43,neutral,booming_bulls_notes,2026-01-02 21:40:00,2026-01-02 23:10:00,2377.2,2379.12,2376.12,2375.04,2373.27,win,2.06,"Synthetic ML row: reversal | inside_bar | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00146,synthetic_starter,USDJPY,1h,SELL,liquidity_sweep,overlap,bearish,high,1.76,20.58,3.05,86,1,1,1,1,bullish_engulfing,bullish,50,usd_bearish,booming_bulls_notes,2026-01-02 22:00:00,2026-01-02 23:00:00,154.271,154.424,154.038,153.805,154.389,loss,-0.77,"Synthetic ML row: liquidity_sweep | bullish_engulfing | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00147,synthetic_starter,XAUUSD,15m,BUY,order_block_retest,new_york,bullish,low,2.9,33.31,0.93,65,0,1,0,1,marubozu_bullish,bullish,41,neutral,booming_bulls_notes,2026-01-02 22:02:00,2026-01-03 00:02:00,2289.78,2285.89,2291.58,2293.39,2295.84,win,1.56,"Synthetic ML row: order_block_retest | marubozu_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00148,synthetic_starter,BTCUSD,15m,BUY,range_rejection,new_york,bullish,medium,76.62,799.19,2.32,80,1,1,0,0,hammer,bullish,53,neutral,backtest,2026-01-02 22:20:00,2026-01-02 23:20:00,66789.7,65873.79,67852.15,68914.6,68117.76,win,1.45,"Synthetic ML row: range_rejection | hammer | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00149,synthetic_starter,GBPUSD,5m,SELL,fvg_retest,london,bearish,low,1.47,23.12,1.34,94,0,1,1,0,tweezer_top,bearish,87,neutral,blue_journal,2026-01-02 22:28:00,2026-01-02 22:58:00,1.25248,1.2554,1.25052,1.24856,1.24935,win,1.07,"Synthetic ML row: fvg_retest | tweezer_top | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00150,synthetic_starter,USDJPY,15m,BUY,breakout,asia,bullish,medium,1.14,16.08,2.19,46,1,1,0,0,bearish_engulfing,bearish,57,usd_bearish,candlestick,2026-01-02 22:48:00,2026-01-02 23:03:00,158.083,157.977,158.199,158.314,158.033,loss,-0.47,"Synthetic ML row: breakout | bearish_engulfing | asia | medium news | loss. Use for testing pipeline, not as real edge."
